nome_hotel,cidade,tipo_quarto,numero_quarto,quantidade_pessoas,preco,dia,mes,ano,ocupado
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,7,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,7,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,7,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,7,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,7,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,31,7,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,1,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,2,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,3,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,4,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,5,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,6,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,7,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,8,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,9,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,10,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,11,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,12,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,13,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,14,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,15,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,16,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,17,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,18,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,19,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,8,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,31,8,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,1,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,2,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,3,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,4,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,5,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,6,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,7,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,8,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,9,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,10,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,11,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,12,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,13,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,14,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,15,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,16,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,17,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,18,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,19,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,9,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,9,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,1,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,2,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,3,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,4,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,5,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,6,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,7,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,8,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,9,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,10,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,11,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,12,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,13,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,14,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,15,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,16,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,17,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,18,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,19,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,10,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,31,10,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,1,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,2,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,3,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,4,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,5,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,6,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,7,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,8,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,9,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,10,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,11,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,12,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,13,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,14,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,15,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,16,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,17,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,18,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,19,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,11,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,11,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,1,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,2,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,3,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,4,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,5,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,6,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,7,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,8,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,9,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,10,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,11,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,12,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,13,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,14,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,15,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,16,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,17,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,18,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,19,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,20,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,21,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,22,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,23,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,24,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,25,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,26,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,27,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,28,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,29,12,2025,1
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,30,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Deluxe,1,4,1564.86,31,12,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,7,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,8,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,9,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,10,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,11,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,12,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,13,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,14,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,15,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,16,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,17,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,18,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,19,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,20,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,21,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,22,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,23,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,24,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,25,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,26,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,27,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,28,4,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,29,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,30,4,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,1,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,2,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,3,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,4,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,5,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,6,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,7,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,8,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,9,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,10,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,11,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,12,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,13,5,2025,0
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,14,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,15,5,2025,1
Hotel Barbosa Plaza,Los Angeles,Executivo,2,4,3304.04,16,5,2025,1
